tmpambiente,humedad,luz,tmpagua,timestamp,email,deviceid
21,32,292,18,2023-04-15 12:00:00,rodrinoya.1@gmail.com,htd2
19,33,317,18,2023-04-15 13:00:00,rodrinoya.1@gmail.com,htd2
20,31,330,18,2023-04-15 14:00:00,rodrinoya.1@gmail.com,htd2
18,30,353,17,2023-04-15 15:00:00,rodrinoya.1@gmail.com,htd2
18,31,369,15,2023-04-15 16:00:00,rodrinoya.1@gmail.com,htd2
16,30,382,15,2023-04-15 17:00:00,rodrinoya.1@gmail.com,htd2
15,28,415,13,2023-04-15 18:00:00,rodrinoya.1@gmail.com,htd2
15,27,72,12,2023-04-15 19:00:00,rodrinoya.1@gmail.com,htd2
12,28,62,10,2023-04-15 20:00:00,rodrinoya.1@gmail.com,htd2
12,28,68,9,2023-04-15 21:00:00,rodrinoya.1@gmail.com,htd2
11,26,82,9,2023-04-15 22:00:00,rodrinoya.1@gmail.com,htd2
11,26,67,7,2023-04-15 23:00:00,rodrinoya.1@gmail.com,htd2
9,25,39,6,2023-04-16 00:00:00,rodrinoya.1@gmail.com,htd2
9,27,44,9,2023-04-16 01:00:00,rodrinoya.1@gmail.com,htd2
11,27,48,10,2023-04-16 02:00:00,rodrinoya.1@gmail.com,htd2
11,28,41,11,2023-04-16 03:00:00,rodrinoya.1@gmail.com,htd2
13,29,59,11,2023-04-16 04:00:00,rodrinoya.1@gmail.com,htd2
15,29,45,13,2023-04-16 05:00:00,rodrinoya.1@gmail.com,htd2
16,29,43,13,2023-04-16 06:00:00,rodrinoya.1@gmail.com,htd2
17,31,50,15,2023-04-16 07:00:00,rodrinoya.1@gmail.com,htd2
16,30,212,14,2023-04-16 08:00:00,rodrinoya.1@gmail.com,htd2
19,31,225,16,2023-04-16 09:00:00,rodrinoya.1@gmail.com,htd2
18,30,243,18,2023-04-16 10:00:00,rodrinoya.1@gmail.com,htd2
21,31,271,18,2023-04-16 11:00:00,rodrinoya.1@gmail.com,htd2
22,33,298,18,2023-04-16 12:00:00,rodrinoya.1@gmail.com,htd2
19,31,317,19,2023-04-16 13:00:00,rodrinoya.1@gmail.com,htd2
19,32,320,18,2023-04-16 14:00:00,rodrinoya.1@gmail.com,htd2
18,31,354,17,2023-04-16 15:00:00,rodrinoya.1@gmail.com,htd2
18,30,362,16,2023-04-16 16:00:00,rodrinoya.1@gmail.com,htd2
15,29,382,15,2023-04-16 17:00:00,rodrinoya.1@gmail.com,htd2
15,29,402,14,2023-04-16 18:00:00,rodrinoya.1@gmail.com,htd2
13,27,64,13,2023-04-16 19:00:00,rodrinoya.1@gmail.com,htd2
12,27,56,11,2023-04-16 20:00:00,rodrinoya.1@gmail.com,htd2
12,29,60,9,2023-04-16 21:00:00,rodrinoya.1@gmail.com,htd2
10,26,80,9,2023-04-16 22:00:00,rodrinoya.1@gmail.com,htd2
11,26,58,7,2023-04-16 23:00:00,rodrinoya.1@gmail.com,htd2
9,26,40,6,2023-04-17 00:00:00,rodrinoya.1@gmail.com,htd2
9,27,40,8,2023-04-17 01:00:00,rodrinoya.1@gmail.com,htd2
12,27,52,8,2023-04-17 02:00:00,rodrinoya.1@gmail.com,htd2
13,28,38,11,2023-04-17 03:00:00,rodrinoya.1@gmail.com,htd2
13,28,43,11,2023-04-17 04:00:00,rodrinoya.1@gmail.com,htd2
13,28,57,13,2023-04-17 05:00:00,rodrinoya.1@gmail.com,htd2
15,29,45,13,2023-04-17 06:00:00,rodrinoya.1@gmail.com,htd2
16,29,56,13,2023-04-17 07:00:00,rodrinoya.1@gmail.com,htd2
16,30,202,15,2023-04-17 08:00:00,rodrinoya.1@gmail.com,htd2
19,29,220,16,2023-04-17 09:00:00,rodrinoya.1@gmail.com,htd2
19,30,235,16,2023-04-17 10:00:00,rodrinoya.1@gmail.com,htd2
19,33,269,19,2023-04-17 11:00:00,rodrinoya.1@gmail.com,htd2
20,33,278,19,2023-04-17 12:00:00,rodrinoya.1@gmail.com,htd2
21,31,296,19,2023-04-17 13:00:00,rodrinoya.1@gmail.com,htd2
20,30,330,18,2023-04-17 14:00:00,rodrinoya.1@gmail.com,htd2
19,29,349,15,2023-04-17 15:00:00,rodrinoya.1@gmail.com,htd2
16,31,374,14,2023-04-17 16:00:00,rodrinoya.1@gmail.com,htd2
17,29,399,13,2023-04-17 17:00:00,rodrinoya.1@gmail.com,htd2
16,29,418,12,2023-04-17 18:00:00,rodrinoya.1@gmail.com,htd2
13,29,77,11,2023-04-17 19:00:00,rodrinoya.1@gmail.com,htd2
13,29,61,10,2023-04-17 20:00:00,rodrinoya.1@gmail.com,htd2
13,29,67,9,2023-04-17 21:00:00,rodrinoya.1@gmail.com,htd2
12,28,58,10,2023-04-17 22:00:00,rodrinoya.1@gmail.com,htd2
9,26,65,7,2023-04-17 23:00:00,rodrinoya.1@gmail.com,htd2
10,27,50,6,2023-04-18 00:00:00,rodrinoya.1@gmail.com,htd2
11,25,61,7,2023-04-18 01:00:00,rodrinoya.1@gmail.com,htd2
11,27,49,10,2023-04-18 02:00:00,rodrinoya.1@gmail.com,htd2
13,28,46,11,2023-04-18 03:00:00,rodrinoya.1@gmail.com,htd2
13,27,39,12,2023-04-18 04:00:00,rodrinoya.1@gmail.com,htd2
14,27,58,12,2023-04-18 05:00:00,rodrinoya.1@gmail.com,htd2
16,30,51,13,2023-04-18 06:00:00,rodrinoya.1@gmail.com,htd2
17,29,44,13,2023-04-18 07:00:00,rodrinoya.1@gmail.com,htd2
18,30,201,15,2023-04-18 08:00:00,rodrinoya.1@gmail.com,htd2
17,31,221,17,2023-04-18 09:00:00,rodrinoya.1@gmail.com,htd2
19,30,251,18,2023-04-18 10:00:00,rodrinoya.1@gmail.com,htd2
21,32,277,17,2023-04-18 11:00:00,rodrinoya.1@gmail.com,htd2
20,31,299,19,2023-04-18 12:00:00,rodrinoya.1@gmail.com,htd2
21,31,319,18,2023-04-18 13:00:00,rodrinoya.1@gmail.com,htd2
18,30,328,17,2023-04-18 14:00:00,rodrinoya.1@gmail.com,htd2
17,31,341,17,2023-04-18 15:00:00,rodrinoya.1@gmail.com,htd2
17,31,368,16,2023-04-18 16:00:00,rodrinoya.1@gmail.com,htd2
17,31,397,13,2023-04-18 17:00:00,rodrinoya.1@gmail.com,htd2
15,29,418,12,2023-04-18 18:00:00,rodrinoya.1@gmail.com,htd2
14,28,72,13,2023-04-18 19:00:00,rodrinoya.1@gmail.com,htd2
12,27,76,11,2023-04-18 20:00:00,rodrinoya.1@gmail.com,htd2
12,27,73,10,2023-04-18 21:00:00,rodrinoya.1@gmail.com,htd2
11,26,77,9,2023-04-18 22:00:00,rodrinoya.1@gmail.com,htd2
11,26,70,7,2023-04-18 23:00:00,rodrinoya.1@gmail.com,htd2
10,27,53,8,2023-04-19 00:00:00,rodrinoya.1@gmail.com,htd2
10,27,55,8,2023-04-19 01:00:00,rodrinoya.1@gmail.com,htd2
10,27,60,8,2023-04-19 02:00:00,rodrinoya.1@gmail.com,htd2
12,28,47,9,2023-04-19 03:00:00,rodrinoya.1@gmail.com,htd2
13,28,45,10,2023-04-19 04:00:00,rodrinoya.1@gmail.com,htd2
14,28,56,11,2023-04-19 05:00:00,rodrinoya.1@gmail.com,htd2
16,28,41,12,2023-04-19 06:00:00,rodrinoya.1@gmail.com,htd2
16,29,58,15,2023-04-19 07:00:00,rodrinoya.1@gmail.com,htd2
18,31,200,16,2023-04-19 08:00:00,rodrinoya.1@gmail.com,htd2
19,30,239,17,2023-04-19 09:00:00,rodrinoya.1@gmail.com,htd2
18,30,248,16,2023-04-19 10:00:00,rodrinoya.1@gmail.com,htd2
21,33,280,19,2023-04-19 11:00:00,rodrinoya.1@gmail.com,htd2
20,32,286,20,2023-04-19 12:00:00,rodrinoya.1@gmail.com,htd2
19,33,307,19,2023-04-19 13:00:00,rodrinoya.1@gmail.com,htd2
19,30,332,18,2023-04-19 14:00:00,rodrinoya.1@gmail.com,htd2
17,30,351,16,2023-04-19 15:00:00,rodrinoya.1@gmail.com,htd2
18,31,363,15,2023-04-19 16:00:00,rodrinoya.1@gmail.com,htd2
17,29,382,15,2023-04-19 17:00:00,rodrinoya.1@gmail.com,htd2
16,28,404,14,2023-04-19 18:00:00,rodrinoya.1@gmail.com,htd2
14,29,70,12,2023-04-19 19:00:00,rodrinoya.1@gmail.com,htd2
14,27,55,12,2023-04-19 20:00:00,rodrinoya.1@gmail.com,htd2
13,27,74,11,2023-04-19 21:00:00,rodrinoya.1@gmail.com,htd2
11,28,74,8,2023-04-19 22:00:00,rodrinoya.1@gmail.com,htd2
9,26,80,7,2023-04-19 23:00:00,rodrinoya.1@gmail.com,htd2
10,25,39,7,2023-04-20 00:00:00,rodrinoya.1@gmail.com,htd2
9,26,43,9,2023-04-20 01:00:00,rodrinoya.1@gmail.com,htd2
10,27,55,10,2023-04-20 02:00:00,rodrinoya.1@gmail.com,htd2
12,28,62,11,2023-04-20 03:00:00,rodrinoya.1@gmail.com,htd2
12,29,49,10,2023-04-20 04:00:00,rodrinoya.1@gmail.com,htd2
13,27,58,11,2023-04-20 05:00:00,rodrinoya.1@gmail.com,htd2
14,28,59,12,2023-04-20 06:00:00,rodrinoya.1@gmail.com,htd2
16,31,45,15,2023-04-20 07:00:00,rodrinoya.1@gmail.com,htd2
18,31,217,16,2023-04-20 08:00:00,rodrinoya.1@gmail.com,htd2
18,30,228,17,2023-04-20 09:00:00,rodrinoya.1@gmail.com,htd2
18,31,240,16,2023-04-20 10:00:00,rodrinoya.1@gmail.com,htd2
19,32,266,18,2023-04-20 11:00:00,rodrinoya.1@gmail.com,htd2
21,32,280,18,2023-04-20 12:00:00,rodrinoya.1@gmail.com,htd2
21,31,303,18,2023-04-20 13:00:00,rodrinoya.1@gmail.com,htd2
18,30,315,18,2023-04-20 14:00:00,rodrinoya.1@gmail.com,htd2
17,30,353,16,2023-04-20 15:00:00,rodrinoya.1@gmail.com,htd2
17,30,378,14,2023-04-20 16:00:00,rodrinoya.1@gmail.com,htd2
15,29,382,14,2023-04-20 17:00:00,rodrinoya.1@gmail.com,htd2
15,29,401,12,2023-04-20 18:00:00,rodrinoya.1@gmail.com,htd2
13,29,74,11,2023-04-20 19:00:00,rodrinoya.1@gmail.com,htd2
12,29,62,11,2023-04-20 20:00:00,rodrinoya.1@gmail.com,htd2
12,28,80,11,2023-04-20 21:00:00,rodrinoya.1@gmail.com,htd2
10,27,72,10,2023-04-20 22:00:00,rodrinoya.1@gmail.com,htd2
10,26,62,7,2023-04-20 23:00:00,rodrinoya.1@gmail.com,htd2
9,27,38,6,2023-04-21 00:00:00,rodrinoya.1@gmail.com,htd2
9,26,56,9,2023-04-21 01:00:00,rodrinoya.1@gmail.com,htd2
10,26,41,9,2023-04-21 02:00:00,rodrinoya.1@gmail.com,htd2
13,27,62,9,2023-04-21 03:00:00,rodrinoya.1@gmail.com,htd2
12,27,50,12,2023-04-21 04:00:00,rodrinoya.1@gmail.com,htd2
15,27,53,11,2023-04-21 05:00:00,rodrinoya.1@gmail.com,htd2
14,28,53,14,2023-04-21 06:00:00,rodrinoya.1@gmail.com,htd2
17,31,43,15,2023-04-21 07:00:00,rodrinoya.1@gmail.com,htd2
16,31,198,14,2023-04-21 08:00:00,rodrinoya.1@gmail.com,htd2
18,31,223,15,2023-04-21 09:00:00,rodrinoya.1@gmail.com,htd2
19,32,250,18,2023-04-21 10:00:00,rodrinoya.1@gmail.com,htd2
19,31,276,19,2023-04-21 11:00:00,rodrinoya.1@gmail.com,htd2
22,32,282,18,2023-04-21 12:00:00,rodrinoya.1@gmail.com,htd2
21,31,305,18,2023-04-21 13:00:00,rodrinoya.1@gmail.com,htd2
19,32,324,17,2023-04-21 14:00:00,rodrinoya.1@gmail.com,htd2
18,30,345,17,2023-04-21 15:00:00,rodrinoya.1@gmail.com,htd2
18,29,356,15,2023-04-21 16:00:00,rodrinoya.1@gmail.com,htd2
15,29,396,14,2023-04-21 17:00:00,rodrinoya.1@gmail.com,htd2
14,29,405,14,2023-04-21 18:00:00,rodrinoya.1@gmail.com,htd2
13,29,62,13,2023-04-21 19:00:00,rodrinoya.1@gmail.com,htd2
14,27,66,12,2023-04-21 20:00:00,rodrinoya.1@gmail.com,htd2
13,27,56,10,2023-04-21 21:00:00,rodrinoya.1@gmail.com,htd2
10,27,76,9,2023-04-21 22:00:00,rodrinoya.1@gmail.com,htd2
9,27,76,9,2023-04-21 23:00:00,rodrinoya.1@gmail.com,htd2
9,26,55,7,2023-04-22 00:00:00,rodrinoya.1@gmail.com,htd2
9,27,52,7,2023-04-22 01:00:00,rodrinoya.1@gmail.com,htd2
11,28,60,8,2023-04-22 02:00:00,rodrinoya.1@gmail.com,htd2
11,28,43,11,2023-04-22 03:00:00,rodrinoya.1@gmail.com,htd2
13,27,54,11,2023-04-22 04:00:00,rodrinoya.1@gmail.com,htd2
13,27,48,12,2023-04-22 05:00:00,rodrinoya.1@gmail.com,htd2
15,28,54,12,2023-04-22 06:00:00,rodrinoya.1@gmail.com,htd2
15,29,43,15,2023-04-22 07:00:00,rodrinoya.1@gmail.com,htd2
17,29,206,16,2023-04-22 08:00:00,rodrinoya.1@gmail.com,htd2
17,31,223,15,2023-04-22 09:00:00,rodrinoya.1@gmail.com,htd2
18,32,250,17,2023-04-22 10:00:00,rodrinoya.1@gmail.com,htd2
20,31,271,19,2023-04-22 11:00:00,rodrinoya.1@gmail.com,htd2
21,31,285,19,2023-04-22 12:00:00,rodrinoya.1@gmail.com,htd2
21,33,319,17,2023-04-22 13:00:00,rodrinoya.1@gmail.com,htd2
20,30,327,16,2023-04-22 14:00:00,rodrinoya.1@gmail.com,htd2
19,29,343,16,2023-04-22 15:00:00,rodrinoya.1@gmail.com,htd2
17,29,369,15,2023-04-22 16:00:00,rodrinoya.1@gmail.com,htd2
15,31,379,14,2023-04-22 17:00:00,rodrinoya.1@gmail.com,htd2
16,28,414,14,2023-04-22 18:00:00,rodrinoya.1@gmail.com,htd2
13,29,79,11,2023-04-22 19:00:00,rodrinoya.1@gmail.com,htd2
14,27,70,10,2023-04-22 20:00:00,rodrinoya.1@gmail.com,htd2
13,29,58,9,2023-04-22 21:00:00,rodrinoya.1@gmail.com,htd2
10,28,66,10,2023-04-22 22:00:00,rodrinoya.1@gmail.com,htd2
9,27,72,8,2023-04-22 23:00:00,rodrinoya.1@gmail.com,htd2
8,25,60,8,2023-04-23 00:00:00,rodrinoya.1@gmail.com,htd2
11,25,38,9,2023-04-23 01:00:00,rodrinoya.1@gmail.com,htd2
10,26,42,9,2023-04-23 02:00:00,rodrinoya.1@gmail.com,htd2
11,28,61,9,2023-04-23 03:00:00,rodrinoya.1@gmail.com,htd2
14,29,46,11,2023-04-23 04:00:00,rodrinoya.1@gmail.com,htd2
14,27,44,12,2023-04-23 05:00:00,rodrinoya.1@gmail.com,htd2
15,28,60,14,2023-04-23 06:00:00,rodrinoya.1@gmail.com,htd2
15,31,58,15,2023-04-23 07:00:00,rodrinoya.1@gmail.com,htd2
17,31,209,15,2023-04-23 08:00:00,rodrinoya.1@gmail.com,htd2
18,30,240,16,2023-04-23 09:00:00,rodrinoya.1@gmail.com,htd2
20,30,248,18,2023-04-23 10:00:00,rodrinoya.1@gmail.com,htd2
20,33,272,19,2023-04-23 11:00:00,rodrinoya.1@gmail.com,htd2
22,31,291,20,2023-04-23 12:00:00,rodrinoya.1@gmail.com,htd2
20,32,304,18,2023-04-23 13:00:00,rodrinoya.1@gmail.com,htd2
19,30,325,16,2023-04-23 14:00:00,rodrinoya.1@gmail.com,htd2
17,31,343,17,2023-04-23 15:00:00,rodrinoya.1@gmail.com,htd2
17,31,380,14,2023-04-23 16:00:00,rodrinoya.1@gmail.com,htd2
15,29,396,15,2023-04-23 17:00:00,rodrinoya.1@gmail.com,htd2
16,28,396,13,2023-04-23 18:00:00,rodrinoya.1@gmail.com,htd2
14,28,55,11,2023-04-23 19:00:00,rodrinoya.1@gmail.com,htd2
14,28,80,11,2023-04-23 20:00:00,rodrinoya.1@gmail.com,htd2
11,27,79,10,2023-04-23 21:00:00,rodrinoya.1@gmail.com,htd2
11,26,71,10,2023-04-23 22:00:00,rodrinoya.1@gmail.com,htd2
11,25,60,7,2023-04-23 23:00:00,rodrinoya.1@gmail.com,htd2
8,25,46,8,2023-04-24 00:00:00,rodrinoya.1@gmail.com,htd2
11,26,43,9,2023-04-24 01:00:00,rodrinoya.1@gmail.com,htd2
10,27,43,8,2023-04-24 02:00:00,rodrinoya.1@gmail.com,htd2
11,28,59,10,2023-04-24 03:00:00,rodrinoya.1@gmail.com,htd2
13,27,48,11,2023-04-24 04:00:00,rodrinoya.1@gmail.com,htd2
13,28,41,12,2023-04-24 05:00:00,rodrinoya.1@gmail.com,htd2
16,28,48,12,2023-04-24 06:00:00,rodrinoya.1@gmail.com,htd2
17,29,48,14,2023-04-24 07:00:00,rodrinoya.1@gmail.com,htd2
18,31,196,16,2023-04-24 08:00:00,rodrinoya.1@gmail.com,htd2
17,29,239,16,2023-04-24 09:00:00,rodrinoya.1@gmail.com,htd2
20,31,247,17,2023-04-24 10:00:00,rodrinoya.1@gmail.com,htd2
20,31,263,18,2023-04-24 11:00:00,rodrinoya.1@gmail.com,htd2
20,33,289,20,2023-04-24 12:00:00,rodrinoya.1@gmail.com,htd2
19,31,295,19,2023-04-24 13:00:00,rodrinoya.1@gmail.com,htd2
18,31,337,17,2023-04-24 14:00:00,rodrinoya.1@gmail.com,htd2
18,30,350,16,2023-04-24 15:00:00,rodrinoya.1@gmail.com,htd2
18,30,375,15,2023-04-24 16:00:00,rodrinoya.1@gmail.com,htd2
15,30,391,15,2023-04-24 17:00:00,rodrinoya.1@gmail.com,htd2
14,30,415,14,2023-04-24 18:00:00,rodrinoya.1@gmail.com,htd2
14,29,76,13,2023-04-24 19:00:00,rodrinoya.1@gmail.com,htd2
12,29,66,11,2023-04-24 20:00:00,rodrinoya.1@gmail.com,htd2
13,28,67,9,2023-04-24 21:00:00,rodrinoya.1@gmail.com,htd2
11,27,68,8,2023-04-24 22:00:00,rodrinoya.1@gmail.com,htd2
10,26,59,8,2023-04-24 23:00:00,rodrinoya.1@gmail.com,htd2
9,27,55,7,2023-04-25 00:00:00,rodrinoya.1@gmail.com,htd2
10,27,52,7,2023-04-25 01:00:00,rodrinoya.1@gmail.com,htd2
12,27,62,9,2023-04-25 02:00:00,rodrinoya.1@gmail.com,htd2
12,27,46,9,2023-04-25 03:00:00,rodrinoya.1@gmail.com,htd2
12,28,45,12,2023-04-25 04:00:00,rodrinoya.1@gmail.com,htd2
13,27,51,12,2023-04-25 05:00:00,rodrinoya.1@gmail.com,htd2
14,28,48,13,2023-04-25 06:00:00,rodrinoya.1@gmail.com,htd2
15,29,47,15,2023-04-25 07:00:00,rodrinoya.1@gmail.com,htd2
18,31,203,16,2023-04-25 08:00:00,rodrinoya.1@gmail.com,htd2
18,30,229,15,2023-04-25 09:00:00,rodrinoya.1@gmail.com,htd2
18,32,250,18,2023-04-25 10:00:00,rodrinoya.1@gmail.com,htd2
19,32,258,18,2023-04-25 11:00:00,rodrinoya.1@gmail.com,htd2
21,31,277,20,2023-04-25 12:00:00,rodrinoya.1@gmail.com,htd2
21,33,297,18,2023-04-25 13:00:00,rodrinoya.1@gmail.com,htd2
18,30,327,17,2023-04-25 14:00:00,rodrinoya.1@gmail.com,htd2
18,29,354,16,2023-04-25 15:00:00,rodrinoya.1@gmail.com,htd2
17,30,371,14,2023-04-25 16:00:00,rodrinoya.1@gmail.com,htd2
17,29,387,15,2023-04-25 17:00:00,rodrinoya.1@gmail.com,htd2
16,30,412,12,2023-04-25 18:00:00,rodrinoya.1@gmail.com,htd2
13,27,79,13,2023-04-25 19:00:00,rodrinoya.1@gmail.com,htd2
12,29,61,11,2023-04-25 20:00:00,rodrinoya.1@gmail.com,htd2
11,27,72,11,2023-04-25 21:00:00,rodrinoya.1@gmail.com,htd2
11,28,71,10,2023-04-25 22:00:00,rodrinoya.1@gmail.com,htd2
10,25,71,9,2023-04-25 23:00:00,rodrinoya.1@gmail.com,htd2
8,26,56,6,2023-04-26 00:00:00,rodrinoya.1@gmail.com,htd2
9,26,49,8,2023-04-26 01:00:00,rodrinoya.1@gmail.com,htd2
10,27,61,10,2023-04-26 02:00:00,rodrinoya.1@gmail.com,htd2
11,27,55,9,2023-04-26 03:00:00,rodrinoya.1@gmail.com,htd2
13,29,60,12,2023-04-26 04:00:00,rodrinoya.1@gmail.com,htd2
14,29,47,12,2023-04-26 05:00:00,rodrinoya.1@gmail.com,htd2
14,28,46,14,2023-04-26 06:00:00,rodrinoya.1@gmail.com,htd2
16,30,64,14,2023-04-26 07:00:00,rodrinoya.1@gmail.com,htd2
17,31,202,16,2023-04-26 08:00:00,rodrinoya.1@gmail.com,htd2
19,31,225,17,2023-04-26 09:00:00,rodrinoya.1@gmail.com,htd2
18,31,256,16,2023-04-26 10:00:00,rodrinoya.1@gmail.com,htd2
21,33,277,18,2023-04-26 11:00:00,rodrinoya.1@gmail.com,htd2
20,31,278,20,2023-04-26 12:00:00,rodrinoya.1@gmail.com,htd2
20,31,310,19,2023-04-26 13:00:00,rodrinoya.1@gmail.com,htd2
19,30,323,18,2023-04-26 14:00:00,rodrinoya.1@gmail.com,htd2
19,30,349,16,2023-04-26 15:00:00,rodrinoya.1@gmail.com,htd2
17,30,380,14,2023-04-26 16:00:00,rodrinoya.1@gmail.com,htd2
16,31,376,14,2023-04-26 17:00:00,rodrinoya.1@gmail.com,htd2
14,30,418,14,2023-04-26 18:00:00,rodrinoya.1@gmail.com,htd2
15,27,58,13,2023-04-26 19:00:00,rodrinoya.1@gmail.com,htd2
14,27,64,11,2023-04-26 20:00:00,rodrinoya.1@gmail.com,htd2
12,27,74,9,2023-04-26 21:00:00,rodrinoya.1@gmail.com,htd2
12,27,64,10,2023-04-26 22:00:00,rodrinoya.1@gmail.com,htd2
11,26,68,9,2023-04-26 23:00:00,rodrinoya.1@gmail.com,htd2
10,25,36,7,2023-04-27 00:00:00,rodrinoya.1@gmail.com,htd2
11,26,59,8,2023-04-27 01:00:00,rodrinoya.1@gmail.com,htd2
11,26,60,10,2023-04-27 02:00:00,rodrinoya.1@gmail.com,htd2
11,29,40,10,2023-04-27 03:00:00,rodrinoya.1@gmail.com,htd2
14,29,60,11,2023-04-27 04:00:00,rodrinoya.1@gmail.com,htd2
13,29,61,13,2023-04-27 05:00:00,rodrinoya.1@gmail.com,htd2
15,30,64,14,2023-04-27 06:00:00,rodrinoya.1@gmail.com,htd2
16,29,55,14,2023-04-27 07:00:00,rodrinoya.1@gmail.com,htd2
18,29,212,14,2023-04-27 08:00:00,rodrinoya.1@gmail.com,htd2
19,30,218,15,2023-04-27 09:00:00,rodrinoya.1@gmail.com,htd2
19,32,247,17,2023-04-27 10:00:00,rodrinoya.1@gmail.com,htd2
20,32,255,18,2023-04-27 11:00:00,rodrinoya.1@gmail.com,htd2
20,32,300,18,2023-04-27 12:00:00,rodrinoya.1@gmail.com,htd2
19,32,311,19,2023-04-27 13:00:00,rodrinoya.1@gmail.com,htd2
19,30,338,18,2023-04-27 14:00:00,rodrinoya.1@gmail.com,htd2
19,31,352,17,2023-04-27 15:00:00,rodrinoya.1@gmail.com,htd2
17,30,361,16,2023-04-27 16:00:00,rodrinoya.1@gmail.com,htd2
16,31,391,15,2023-04-27 17:00:00,rodrinoya.1@gmail.com,htd2
15,28,397,14,2023-04-27 18:00:00,rodrinoya.1@gmail.com,htd2
13,27,58,13,2023-04-27 19:00:00,rodrinoya.1@gmail.com,htd2
14,28,78,11,2023-04-27 20:00:00,rodrinoya.1@gmail.com,htd2
13,27,77,10,2023-04-27 21:00:00,rodrinoya.1@gmail.com,htd2
11,26,71,9,2023-04-27 22:00:00,rodrinoya.1@gmail.com,htd2
10,26,78,7,2023-04-27 23:00:00,rodrinoya.1@gmail.com,htd2
10,25,39,7,2023-04-28 00:00:00,rodrinoya.1@gmail.com,htd2
9,26,38,8,2023-04-28 01:00:00,rodrinoya.1@gmail.com,htd2
10,26,61,10,2023-04-28 02:00:00,rodrinoya.1@gmail.com,htd2
11,27,60,11,2023-04-28 03:00:00,rodrinoya.1@gmail.com,htd2
14,27,51,12,2023-04-28 04:00:00,rodrinoya.1@gmail.com,htd2
15,28,40,11,2023-04-28 05:00:00,rodrinoya.1@gmail.com,htd2
16,29,46,13,2023-04-28 06:00:00,rodrinoya.1@gmail.com,htd2
16,29,58,13,2023-04-28 07:00:00,rodrinoya.1@gmail.com,htd2
18,31,215,16,2023-04-28 08:00:00,rodrinoya.1@gmail.com,htd2
19,31,215,15,2023-04-28 09:00:00,rodrinoya.1@gmail.com,htd2
18,32,260,18,2023-04-28 10:00:00,rodrinoya.1@gmail.com,htd2
21,33,272,17,2023-04-28 11:00:00,rodrinoya.1@gmail.com,htd2
20,31,279,19,2023-04-28 12:00:00,rodrinoya.1@gmail.com,htd2
21,33,299,19,2023-04-28 13:00:00,rodrinoya.1@gmail.com,htd2
18,30,327,18,2023-04-28 14:00:00,rodrinoya.1@gmail.com,htd2
19,30,349,15,2023-04-28 15:00:00,rodrinoya.1@gmail.com,htd2
17,30,356,14,2023-04-28 16:00:00,rodrinoya.1@gmail.com,htd2
15,29,383,14,2023-04-28 17:00:00,rodrinoya.1@gmail.com,htd2
15,30,413,13,2023-04-28 18:00:00,rodrinoya.1@gmail.com,htd2
15,27,63,11,2023-04-28 19:00:00,rodrinoya.1@gmail.com,htd2
13,29,78,10,2023-04-28 20:00:00,rodrinoya.1@gmail.com,htd2
13,27,62,10,2023-04-28 21:00:00,rodrinoya.1@gmail.com,htd2
11,28,65,10,2023-04-28 22:00:00,rodrinoya.1@gmail.com,htd2
9,27,81,9,2023-04-28 23:00:00,rodrinoya.1@gmail.com,htd2
10,25,45,8,2023-04-29 00:00:00,rodrinoya.1@gmail.com,htd2
9,26,55,9,2023-04-29 01:00:00,rodrinoya.1@gmail.com,htd2
10,28,37,8,2023-04-29 02:00:00,rodrinoya.1@gmail.com,htd2
12,27,61,11,2023-04-29 03:00:00,rodrinoya.1@gmail.com,htd2
14,28,44,11,2023-04-29 04:00:00,rodrinoya.1@gmail.com,htd2
13,28,49,12,2023-04-29 05:00:00,rodrinoya.1@gmail.com,htd2
16,29,56,12,2023-04-29 06:00:00,rodrinoya.1@gmail.com,htd2
15,30,59,14,2023-04-29 07:00:00,rodrinoya.1@gmail.com,htd2
18,30,206,14,2023-04-29 08:00:00,rodrinoya.1@gmail.com,htd2
19,30,236,16,2023-04-29 09:00:00,rodrinoya.1@gmail.com,htd2
18,32,241,18,2023-04-29 10:00:00,rodrinoya.1@gmail.com,htd2
21,33,268,19,2023-04-29 11:00:00,rodrinoya.1@gmail.com,htd2
21,33,300,18,2023-04-29 12:00:00,rodrinoya.1@gmail.com,htd2
19,33,318,19,2023-04-29 13:00:00,rodrinoya.1@gmail.com,htd2
19,31,329,18,2023-04-29 14:00:00,rodrinoya.1@gmail.com,htd2
17,29,354,15,2023-04-29 15:00:00,rodrinoya.1@gmail.com,htd2
17,30,368,16,2023-04-29 16:00:00,rodrinoya.1@gmail.com,htd2
16,31,386,14,2023-04-29 17:00:00,rodrinoya.1@gmail.com,htd2
15,28,418,13,2023-04-29 18:00:00,rodrinoya.1@gmail.com,htd2
15,28,62,12,2023-04-29 19:00:00,rodrinoya.1@gmail.com,htd2
14,28,55,12,2023-04-29 20:00:00,rodrinoya.1@gmail.com,htd2
11,28,78,10,2023-04-29 21:00:00,rodrinoya.1@gmail.com,htd2
10,28,73,10,2023-04-29 22:00:00,rodrinoya.1@gmail.com,htd2
9,26,58,7,2023-04-29 23:00:00,rodrinoya.1@gmail.com,htd2
8,27,49,7,2023-04-30 00:00:00,rodrinoya.1@gmail.com,htd2
